ts,coin,label,mid_price
2026-07-09T19:43:55.133880+00:00,#1991,morocco_champion_no,0.968085
2026-07-09T19:43:59.998743+00:00,#7610,France,0.77504
2026-07-09T19:43:59.998743+00:00,#7611,Morocco,0.22496
2026-07-09T19:43:59.998743+00:00,#1890,france_champion_yes,0.32307
2026-07-09T19:43:59.998743+00:00,#1891,france_champion_no,0.67693
2026-07-09T19:43:59.998743+00:00,#1990,morocco_champion_yes,0.031915
2026-07-09T19:43:59.998743+00:00,#1991,morocco_champion_no,0.968085
2026-07-09T19:44:05.122056+00:00,#7610,France,0.77504
2026-07-09T19:44:05.122056+00:00,#7611,Morocco,0.22496
2026-07-09T19:44:05.122056+00:00,#1890,france_champion_yes,0.32307
2026-07-09T19:44:05.122056+00:00,#1891,france_champion_no,0.67693
2026-07-09T19:44:05.122056+00:00,#1990,morocco_champion_yes,0.031915
2026-07-09T19:44:05.122056+00:00,#1991,morocco_champion_no,0.968085
2026-07-09T19:44:09.182903+00:00,#7610,France,0.77504
2026-07-09T19:44:09.182903+00:00,#7611,Morocco,0.22496
2026-07-09T19:44:09.182903+00:00,#1890,france_champion_yes,0.32307
2026-07-09T19:44:09.182903+00:00,#1891,france_champion_no,0.67693
